DOMAIN_ID,REPORT_SPECIES_ID,SECTION_ID,NAME
0,0,0,Default Section
0,0,1,Default Section
1,0,669,501 49
1,0,670,503 00
1,0,671,504 00
1,0,672,504 49
1,0,673,506 00
1,0,674,506 30
1,0,675,507 00
1,0,676,508 00
1,0,677,509 00
1,0,678,509 79
1,0,679,510 00
1,0,680,511 00
1,0,681,512 00
1,0,682,514 00
1,0,683,515 00
1,0,684,515 49
1,0,685,516 00
1,0,686,517 00
1,0,687,517 49
1,0,688,518 00
1,0,689,518 79
1,0,690,519 00
1,0,691,520 79
1,0,692,521 00
1,0,693,521 30
1,0,694,522 00
1,0,695,524 00
1,0,696,525 00
1,0,697,526 00
1,0,698,526 49
1,0,699,527 00
1,0,700,528 00
1,0,701,529 00
1,0,702,531 00
1,0,703,531 49
1,0,704,532 00
1,0,705,534 00
1,0,706,536 00
1,0,707,539 00
1,0,708,543 00
1,0,709,545 00
1,0,710,549 00
1,0,711,550 00
1,0,712,551 00
1,0,713,552 00
1,0,714,553 00
1,0,715,554 00
1,0,716,556 00
1,0,717,557 00
1,0,718,558 00
1,0,719,565 00
1,0,720,601 00
1,0,721,601 49
1,0,722,602 00
1,0,723,603 00
1,0,724,603 30
1,0,725,701 00
1,0,726,701 49
1,0,727,702 00
1,0,728,702 30
1,0,729,703 00
1,0,730,704 00
1,0,2788,10
1,0,2789,20
1,0,2790,22
1,0,2791,30
1,0,2792,41
1,0,2793,48
1,0,2794,49
1,0,2795,51
1,0,2796,79
1,0,2797,80
1,0,2798,94
1,0,2799,95
1,0,2800,96
1,0,2801,00
1,0,2802,31
1,0,3033,504
1,0,3034,506
1,0,3035,507
1,0,3036,508
1,0,3037,509
1,0,3038,510
1,0,3039,511
1,0,3040,512
1,0,3041,514
1,0,3042,515
1,0,3043,516
1,0,3044,517
1,0,3045,518
1,0,3046,519
1,0,3047,520
1,0,3048,521
1,0,3049,522
1,0,3050,524
1,0,3051,525
1,0,3052,526
1,0,3053,527
1,0,3054,528
1,0,3055,529
1,0,3056,530
1,0,3057,531
1,0,3058,532
1,0,3059,533
1,0,3060,534
1,0,3061,535
1,0,3062,536
1,0,3063,537
1,0,3064,538
1,0,3065,539
1,0,3066,540
1,0,3067,541
1,0,3068,542
1,0,3069,543
1,0,3070,544
1,0,3071,545
1,0,3072,546
1,0,3073,547
1,0,3074,548
1,0,3075,549
1,0,3076,550
1,0,3077,551
1,0,3078,552
1,0,3079,553
1,0,3080,554
1,0,3081,555
1,0,3082,556
1,0,3083,557
1,0,3084,558
1,0,3085,560
1,0,3086,561
1,0,3087,562
1,0,3088,564
1,0,3089,565
1,0,3090,601
1,0,3091,602
1,0,3092,603
1,0,3093,604
1,0,3094,701
1,0,3095,702
1,0,3096,703
1,0,3097,704
1,0,3098,705
1,0,3099,501 31
1,0,4337,501 10
1,0,4338,501 22
1,0,4339,501 30
1,0,4340,501 41
1,0,4341,501 48
1,0,4342,501 62
1,0,4343,501 79
1,0,4344,501 80
1,0,4345,503 30
1,0,4346,508 30
1,0,4347,509 49
1,0,4348,511 30
1,0,4349,514 30
1,0,4350,515 30
1,0,4351,517 30
1,0,4352,520 00
1,0,4353,529 30
1,0,4354,530 00
1,0,4355,531 30
1,0,4356,533 00
1,0,4357,535 00
1,0,4358,537 00
1,0,4359,538 00
1,0,4360,540 00
1,0,4361,542 00
1,0,4362,544 00
1,0,4363,546 00
1,0,4364,547 00
1,0,4365,548 00
1,0,4366,555 00
1,0,4367,601 30
1,0,4368,601 62
1,0,4369,601 79
1,0,4370,602 30
1,0,4371,604 00
1,0,4372,701 30
1,0,4373,701 62
1,0,4374,701 79
1,0,4375,703 30
1,0,4376,705 00
1,0,4377,705 30
1,0,4379,501 16
1,0,4380,504 30
1,0,4498,560 00
1,0,4499,564 00
1,0,4505,501 00
1,0,8035,501 51
1,0,8036,504 80
1,0,8041,701 80
1,0,8042,601 80
1,0,8285,501 03
1,0,8286,501 13
1,0,8287,501 20
1,0,8288,516 30
1,0,8289,519 30
1,0,8290,524 49
1,0,8291,528 79
1,0,8292,534 79
1,0,8293,515 80
1,0,8294,517 92
1,0,8295,501 96
1,0,8296,514 97
1,0,8297,705 79
1,0,8298,601 10
1,0,8299,603 49
1,0,8300,602 79
1,0,8301,508 80
1,0,8302,602 49
1,0,9096,524 30
1,0,9097,529 62
1,0,9098,541 00
1,0,9099,561 00
1,0,9100,562 00
1,0,9101,604 30
1,0,9102,616 00
1,0,9103,701 41
1,0,9104,703 79
1,0,9105,704 30
1,0,9341,503 49
1,0,9342,503 79
1,0,9343,504 79
1,0,9344,506 79
1,0,9345,507 30
1,0,9346,507 79
1,0,9347,508 79
1,0,9348,511 79
1,0,9349,514 79
1,0,9350,515 79
1,0,9351,517 79
1,0,9352,519 79
1,0,9353,521 48
1,0,9354,521 79
1,0,9355,521 80
1,0,9356,522 79
1,0,9357,526 30
1,0,9358,526 79
1,0,9359,527 79
1,0,9360,529 79
1,0,9361,531 79
1,0,9362,532 79
1,0,9363,535 30
1,0,9364,535 79
1,0,9365,536 30
1,0,9366,536 79
1,0,9367,543 30
1,0,9368,543 79
1,0,9369,545 30
1,0,9370,549 49
1,0,9371,552 30
1,0,9372,553 30
1,0,9373,603 79
1,0,9374,702 79
1,0,9375,705 41
1,0,9376,705 49
1,0,9591,509 30
1,0,9592,512 30
1,0,9593,538 79
1,0,9594,550 30
1,0,11095,503
1,0,11861,501 G
1,0,11862,501 M
1,0,11863,508 M
1,0,11864,514 M
1,0,11865,521 M
1,0,11866,536 M
1,0,11867,553 M
1,0,11868,501 N
1,0,11869,501 P
1,0,11870,508 P
1,0,11871,508 R
1,0,11872,501 V
1,0,11873,501 E
1,0,11874,501 F
1,0,11875,501 I
1,0,11876,503 M
1,0,11877,533 M
1,0,11878,535 M
1,0,11879,551 M
1,0,11880,555 M
1,0,11881,558 M
1,0,11882,561 M
1,0,11883,562 M
1,0,11884,501 R
1,0,11885,501 W
1,0,14379,611
1,0,14380,651
1,0,14381,652
1,0,14382,666
1,0,14511,566
1,0,14512,613
1,0,14513,614
1,0,14514,616
1,0,14515,618
1,0,14516,621
1,0,14517,622
1,0,14518,630
1,0,14519,650
1,0,14520,653
1,0,14521,656
1,0,14522,657
1,0,14523,659
1,0,14524,660
1,0,14525,662
1,0,14526,665
1,0,14527,667
1,0,14528,669
1,0,14529,673
1,0,14530,680
1,0,14531,501
1,0,17464,501 T
1,0,18525,514 E
1,0,18526,515 E
1,0,18527,521 E
1,0,18528,512 G
1,0,18529,515 G
1,0,18530,536 G
1,0,18531,611 G
1,0,18532,509 M
1,0,18533,512 M
1,0,18534,515 M
1,0,18535,516 M
1,0,18536,518 M
1,0,18537,524 M
1,0,18538,525 M
1,0,18539,527 M
1,0,18540,528 M
1,0,18541,529 M
1,0,18542,534 M
1,0,18543,539 M
1,0,18544,545 M
1,0,18545,550 M
1,0,18546,552 M
1,0,18547,556 M
1,0,18548,557 M
1,0,18549,611 M
1,0,18550,622 M
1,0,18551,656 M
1,0,18552,516 P
1,0,18553,536 T
1,0,23292,501 B
1,0,23293,503 E
1,0,23294,508 E
1,0,23295,509 E
1,0,23296,512 E
1,0,23297,516 E
1,0,23298,524 E
1,0,23299,528 E
1,0,23300,529 E
1,0,23301,536 E
1,0,23302,545 E
1,0,23303,550 E
1,0,23304,552 E
1,0,23305,553 E
1,0,23306,556 E
1,0,23307,611 E
1,0,23308,514 G
1,0,23309,516 G
1,0,23310,518 G
1,0,23311,520 G
1,0,23312,521 G
1,0,23313,525 G
1,0,23314,527 G
1,0,23315,528 G
1,0,23316,529 G
1,0,23317,530 G
1,0,23318,533 G
1,0,23319,534 G
1,0,23320,535 G
1,0,23321,538 G
1,0,23322,539 G
1,0,23323,551 G
1,0,23324,553 G
1,0,23325,556 G
1,0,23326,622 G
1,0,23327,656 G
1,0,23328,530 M
1,0,23329,537 M
1,0,23330,538 M
1,0,23331,541 M
1,0,23332,547 M
1,0,23333,560 M
1,0,23334,564 M
1,0,23335,565 M
1,0,23336,503 P
1,0,23337,512 P
1,0,23338,515 P
1,0,23339,518 P
1,0,23340,521 P
1,0,23341,524 P
1,0,23342,528 P
1,0,23343,529 P
1,0,23344,530 P
1,0,23345,533 P
1,0,23346,534 P
1,0,23347,535 P
1,0,23348,536 P
1,0,23349,537 P
1,0,23350,538 P
1,0,23351,539 P
1,0,23352,547 P
1,0,23353,550 P
1,0,23354,551 P
1,0,23355,552 P
1,0,23356,555 P
1,0,23357,556 P
1,0,23358,558 P
1,0,23359,562 P
1,0,23360,611 P
1,0,23361,622 P
1,0,23362,656 P
1,0,23363,503 T
1,0,23364,508 T
1,0,23365,512 T
1,0,23366,514 T
1,0,23367,515 T
1,0,23368,516 T
1,0,23369,518 T
1,0,23370,520 T
1,0,23371,521 T
1,0,23372,524 T
1,0,23373,528 T
1,0,23374,529 T
1,0,23375,533 T
1,0,23376,534 T
1,0,23377,535 T
1,0,23378,540 T
1,0,23379,541 T
1,0,23380,545 T
1,0,23381,551 T
1,0,23382,553 T
1,0,23383,556 T
1,0,23384,557 T
1,0,23385,558 T
1,0,23386,611 T
1,0,23387,622 T
1,0,23388,656 T
1,0,23389,503 V
1,0,23390,508 V
1,0,23391,509 V
1,0,23392,512 V
1,0,23393,514 V
1,0,23394,515 V
1,0,23395,516 V
1,0,23396,518 V
1,0,23397,521 V
1,0,23398,524 V
1,0,23399,528 V
1,0,23400,533 V
1,0,23401,534 V
1,0,23402,535 V
1,0,23403,536 V
1,0,23404,537 V
1,0,23405,540 V
1,0,23406,541 V
1,0,23407,553 V
1,0,23408,557 V
1,0,23409,558 V
1,0,23410,561 V
1,0,23411,562 V
1,0,23412,611 V
1,0,23413,622 V
1,0,23414,656 V
1,0,24051,541 E
1,0,24052,551 E
1,0,24053,656 E
1,0,24054,551 F
1,0,24055,503 G
1,0,24056,508 G
1,0,24057,509 G
1,0,24058,520 M
1,0,24059,540 M
1,0,24060,509 P
1,0,24061,514 P
1,0,24062,520 P
1,0,24063,545 P
1,0,24064,529 R
1,0,24065,509 T
1,0,24066,521 W
1,0,24915,501 94
1,0,29733,501 NR
1,0,29734,501 NE
1,0,29735,501 C
1,0,29736,501 NI
1,0,29737,501 NW
1,0,29738,501 NM
1,0,29739,501 NT
1,0,29740,501 A
1,0,29741,515 NE
1,0,29742,527 P
1,0,29743,529 V
1,0,29744,557 P
1,0,29745,562 T
1,0,29746,564 P
1,0,29747,565 G
1,0,29748,566 M
1,0,29749,611 NE
1,0,29750,611 NM
1,0,29751,616 T
1,0,29752,656 NE
1,0,29973,000 W
1,0,33738,202
1,0,33739,418
1,0,33740,610
1,0,33741,801
1,0,33742,930
1,0,33743,901
1,0,33917,868
1,0,33928,802
1,0,34031,430
1,0,34250,218
1,0,34251,855
1,0,34379,290
1,0,34380,405
1,0,36413,631
1,0,36414,640
1,0,36415,654
1,0,36416,655
1,0,36417,658
1,0,38412,875
1,0,38413,503 W
1,0,38414,508 W
1,0,38415,512 W
1,0,38416,518 W
1,0,38417,518 E
1,0,38418,520 V
1,0,38419,524 W
1,0,38420,524 G
1,0,38421,525 T
1,0,38422,527 T
1,0,38423,529 W
1,0,38424,529 F
1,0,38425,530 W
1,0,38426,530 E
1,0,38427,530 T
1,0,38428,533 E
1,0,38429,534 W
1,0,38430,534 E
1,0,38431,535 E
1,0,38432,536 W
1,0,38433,537 W
1,0,38434,537 G
1,0,38435,537 T
1,0,38436,538 E
1,0,38437,538 T
1,0,38438,539 T
1,0,38439,540 G
1,0,38440,540 P
1,0,38441,541 G
1,0,38442,541 P
1,0,38443,545 G
1,0,38444,547 G
1,0,38445,547 T
1,0,38446,550 G
1,0,38447,550 C
1,0,38448,550 T
1,0,38449,552 G
1,0,38450,552 T
1,0,38451,555 G
1,0,38452,555 T
1,0,38453,557 G
1,0,38454,558 G
1,0,38455,560 G
1,0,38456,561 G
1,0,38457,562 G
1,0,38458,563 M
1,0,38459,563 P
1,0,38460,564 E
1,0,38461,564 G
1,0,38462,564 T
1,0,38463,566 T
1,0,38464,567 G
1,0,38465,567 T
1,0,38466,611 C
1,0,38467,613 G
1,0,38468,613 M
1,0,38469,613 T
1,0,38470,614 E
1,0,38471,614 G
1,0,38472,614 M
1,0,38473,614 V
1,0,38474,614 T
1,0,38475,616 G
1,0,38476,616 M
1,0,38477,618 W
1,0,38478,618 E
1,0,38479,618 F
1,0,38480,618 G
1,0,38481,618 M
1,0,38482,618 P
1,0,38483,618 T
1,0,38484,618 A
1,0,38485,621 E
1,0,38486,621 G
1,0,38487,621 M
1,0,38488,621 V
1,0,38489,621 T
1,0,38490,630 W
1,0,38491,630 G
1,0,38492,630 M
1,0,38493,630 V
1,0,38494,630 T
1,0,38495,631 M
1,0,38496,631 P
1,0,38497,631 T
1,0,38498,650 E
1,0,38499,650 G
1,0,38500,650 M
1,0,38501,650 V
1,0,38502,650 T
1,0,38503,651 E
1,0,38504,651 F
1,0,38505,651 G
1,0,38506,651 M
1,0,38507,651 V
1,0,38508,651 P
1,0,38509,651 T
1,0,38510,652 E
1,0,38511,652 G
1,0,38512,652 M
1,0,38513,652 T
1,0,38514,653 E
1,0,38515,653 G
1,0,38516,653 M
1,0,38517,653 P
1,0,38518,653 T
1,0,38519,657 G
1,0,38520,657 M
1,0,38521,657 T
1,0,38522,659 W
1,0,38523,659 E
1,0,38524,659 G
1,0,38525,659 M
1,0,38526,659 V
1,0,38527,659 P
1,0,38528,659 T
1,0,38529,660 G
1,0,38530,660 M
1,0,38531,660 P
1,0,38532,660 T
1,0,38533,662 E
1,0,38534,662 G
1,0,38535,662 M
1,0,38536,662 T
1,0,38537,665 E
1,0,38538,665 G
1,0,38539,665 M
1,0,38540,665 P
1,0,38541,665 T
1,0,38542,666 E
1,0,38543,666 G
1,0,38544,666 M
1,0,38545,666 T
1,0,38546,667 G
1,0,38547,667 M
1,0,38548,667 T
1,0,38549,669 M
1,0,38550,669 T
1,0,38551,671 M
1,0,38552,671 T
1,0,38553,673 G
1,0,38554,673 M
1,0,38555,673 T
1,0,38556,680 E
1,0,38557,680 G
1,0,38558,680 M
1,0,38559,680 T
1,0,40441,503 R
1,0,40442,503 F
1,0,40443,509 W
1,0,40444,509 F
1,0,40445,512 F
1,0,40446,514 W
1,0,40447,515 F
1,0,40448,516 F
1,0,40449,520 W
1,0,40450,520 E
1,0,40451,520 F
1,0,40452,524 F
1,0,40453,525 E
1,0,40454,525 P
1,0,40455,527 E
1,0,40456,527 F
1,0,40457,528 F
1,0,40458,530 F
1,0,40459,533 W
1,0,40460,533 F
1,0,40461,535 F
1,0,40462,538 W
1,0,40463,538 V
1,0,40464,539 E
1,0,40465,540 E
1,0,40466,555 V
1,0,40467,556 R
1,0,40468,557 E
1,0,40469,560 T
1,0,40470,565 T
1,0,40471,566 G
1,0,40472,566 V
1,0,40473,613 E
1,0,40474,613 F
1,0,40475,613 V
1,0,40476,613 P
1,0,40477,614 P
1,0,40478,616 E
1,0,40479,618 R
1,0,40480,618 V
1,0,40481,621 P
1,0,40482,622 E
1,0,40483,650 P
1,0,40484,651 W
1,0,40485,651 R
1,0,40486,651 B
1,0,40487,652 R
1,0,40488,652 A
1,0,40489,653 R
1,0,40490,653 F
1,0,40491,657 E
1,0,40492,657 F
1,0,40493,657 V
1,0,40494,659 F
1,0,40495,660 E
1,0,40496,660 F
1,0,40497,662 P
1,0,40498,666 P
1,0,40499,667 E
1,0,40500,669 E
1,0,40501,671 E
1,0,40502,671 G
1,0,40503,673 E
1,0,40504,673 P
1,0,40513,902
1,0,40514,903
1,0,40515,904
1,0,40516,905
1,0,40517,906
1,0,40518,907
1,0,40519,922
1,0,40520,923
1,0,40521,924
1,0,40522,925
1,0,40523,926
1,0,40524,927
1,0,40525,928
1,0,40526,929
1,0,40527,931
1,0,40528,932
1,0,40529,933
1,0,40530,936
1,0,40531,937
1,0,40532,939
1,0,50273,563
1,0,50277,671
1,0,50338,E
1,0,50339,F
1,0,50340,G
1,0,50341,M
1,0,50342,P
1,0,50343,R
1,0,50344,T
1,0,50345,V
1,0,50346,W
1,0,55903,B
1,0,55904,C
1,0,55905,I
1,0,55906,NE
1,0,55907,NM
1,0,55908,NR
1,0,55909,NW
1,0,60256,0 G
1,0,60257,0 M
1,0,60258,0 NE
1,0,60259,0 NW
1,0,60260,0 P
1,0,60261,0 R
1,0,60262,0 T
1,0,60263,0 V
1,0,60264,0 W
1,0,60564,106
1,0,60565,107
1,0,60566,108
1,0,60567,110
1,0,60568,211
1,0,60569,213
1,0,60570,214
1,0,60571,215
1,0,60572,216
1,0,60573,217
1,0,60574,219
1,0,60575,281
1,0,60576,283
1,0,60577,287
1,0,60578,291
1,0,60579,307
1,0,60580,308
1,0,60581,314
1,0,60582,402
1,0,60583,406
1,0,60584,413
1,0,60585,425
1,0,60586,432
1,0,60587,460
1,0,60588,461
1,0,60589,467
1,0,60590,469
1,0,60591,472
1,0,60592,473
1,0,60593,559
1,0,60594,567
1,0,60595,568
1,0,60596,612
1,0,60597,615
1,0,60598,617
1,0,60599,619
1,0,60600,620
1,0,60601,661
1,0,60602,663
1,0,60603,664
1,0,60604,668
1,0,60605,670
1,0,60606,672
1,0,60607,674
1,0,60608,675
1,0,60609,676
1,0,60610,677
1,0,60611,678
1,0,60612,679
1,0,60613,681
1,0,60614,682
1,0,60615,683
1,0,60616,813
1,0,60617,818
1,0,60618,866
1,0,60619,000
1,0,60620,911
1,0,63998,A
1,0,63999,H
1,0,64000,NA
1,0,64001,NC
1,0,64002,NG
1,0,64018,NI
1,0,70490,569
1,0,70491,570
1,0,70646,821002
1,0,70647,821003
1,0,70648,821004
1,0,70649,821005
1,0,70650,821006
1,0,70651,821007
1,0,70652,821008
1,0,70653,821009
1,0,70654,821010
1,0,70655,821011
1,0,70656,821012
1,0,70657,821013
1,0,70658,821014
1,0,70659,821015
1,0,70660,821016
1,0,70661,821017
1,0,70662,821018
1,0,70663,821019
1,0,70664,821020
1,0,70665,821021
1,0,70666,821022
1,0,70667,821023
1,0,70668,821024
1,0,70669,821025
1,0,70670,821026
1,0,70671,821027
1,0,70672,821028
1,0,70673,821029
1,0,70674,821030
1,0,70675,821031
1,0,70676,821032
1,0,70677,821033
1,0,70678,821034
1,0,70679,821001
1,0,71709,16
1,0,74827,576
1,0,74976,H 897
1,0,75951,NP
1,0,75952,NS
1,0,75953,S
1,0,76532,583
1,0,78246,109
1,0,87514,589
1,0,87593,579
1,0,89094,I 003
1,0,89630,I 002
1,0,89631,I 004
1,0,91423,A 872
1,0,91424,A 873
1,0,91425,A 874
1,0,92530,186
1,0,92531,707
1,0,92532,710
1,0,92533,706
1,0,92534,709
1,0,92535,720
1,0,92536,731
1,0,92537,732
1,0,92538,708
1,0,92539,735
1,0,92540,745
1,0,92541,750
1,0,92542,755
1,0,92543,787
1,0,92544,799
1,0,92545,723
1,0,92546,711
1,0,92547,712
1,0,92548,714
1,0,92549,715
1,0,92550,716
1,0,92551,724
1,0,92552,730
1,0,92553,740
1,0,92554,760
1,0,92555,761
1,0,92556,765
1,0,92557,786
1,0,92558,101
1,0,99309,H 898
1,0,99635,S 832
1,0,102757,662 3
1,0,102758,501 3
1,0,102759,665 3
1,0,102760,653 3
1,0,102761,614 3
1,0,102762,508 3
1,0,102763,536 3
1,0,102764,666 3
1,0,102765,667 3
1,0,102766,656 3
1,0,104094,S 831
1,0,105193,01
1,0,105194,11
1,0,105195,13
1,0,105196,14
1,0,105197,15
1,0,105198,19
1,0,105199,45
1,0,105200,50
1,0,105201,500
1,0,105202,52
1,0,105203,54
1,0,105204,58
1,0,105205,580
1,0,105206,588
1,0,105207,59
1,0,105208,593
1,0,105209,594
1,0,105235,99
1,0,105236,999
1,0,105320,12
1,0,105321,43
1,0,105568,17
1,0,105569,18
1,0,105570,61
1,0,106120,TF
1,0,106323,0300
1,0,106324,2000
1,0,106325,EB03
1,0,106326,EB04
1,0,106327,EB05
1,0,106328,EB07
1,0,106329,EB09
1,0,106330,EB10
1,0,106331,EB15
1,0,106332,SR01
1,0,106333,WCM99
1,0,106948,LA
1,0,107670,S 830
1,0,107695,O
1,0,107805,R 882
1,0,112832,D
1,0,112833,L
1,0,112834,N8
1,0,112835,NB
1,0,112836,NT
1,0,112837,Q
1,0,112838,U
1,0,112839,Y
1,0,112840,Z
1,0,113436,8
1,0,116390,505
1,0,116584,685
1,0,117716,634
1,0,117753,590
1,0,117754,597
1,0,117755,629
1,0,117762,638
1,0,118031,09
1,0,118032,0H
1,0,118033,68
1,0,118178,428
1,0,118199,111
1,0,118233,502
1,0,119389,632
1,0,119456,SAM
1,0,120459,005
1,0,122327,201
1,0,122403,270
1,0,122571,347
1,0,122607,209
1,0,122608,301
1,0,122619,482
1,0,123226,210
1,0,123332,200
1,0,123805,001
1,0,123973,303
1,0,124471,917
1,0,124806,051
1,0,125015,448
1,0,125098,203
1,0,125223,422
1,0,125488,205
1,0,125489,020
1,0,125525,401
1,0,125526,454
1,0,125730,204
1,0,125985,404
1,0,126424,112
1,0,126554,293
1,0,126574,286
1,0,126679,K
1,0,126720,628
1,0,126828,105
1,0,126975,599
1,0,127046,050
1,0,127070,113
1,0,127090,623
1,0,127094,581
1,0,127095,582
1,0,127096,591
1,0,127097,596
1,0,127098,605
1,0,127099,609
1,0,127100,626
1,0,127101,641
1,0,127102,642
1,0,127103,646
1,0,127104,647
1,0,127105,684
1,0,127111,633
1,0,127118,584
1,0,127119,606
1,0,127120,643
1,0,127121,644
1,0,127122,645
1,0,127123,648
1,0,127141,608
1,0,127150,587
1,0,127151,592
1,0,127171,595
1,0,127483,115
1,0,127970,P 889
1,0,129431,YE
1,0,129432,2Q
1,0,129433,Y3
1,0,129434,1B
1,0,129435,H5
1,0,129436,HK
1,0,129437,YU
1,0,129438,A7
1,0,129439,3H
1,0,129440,M9
1,0,129441,9D
1,0,129442,HQ
1,0,129443,9A
1,0,129444,LN
1,0,129445,2E
1,0,129446,AR
1,0,129447,Q1
1,0,129448,1K
1,0,129449,YV
1,0,129450,AK
1,0,129451,B5
1,0,129452,H9
1,0,129453,1Y
1,0,129454,TT
1,0,129455,QA
1,0,129456,1P
1,0,129457,Q6
1,0,129458,2V
1,0,129459,3E
1,0,129460,3G
1,0,129461,8L
1,0,129462,CE
1,0,129463,CM
1,0,129464,CN
1,0,129465,CX
1,0,129466,CY
1,0,129467,DJ
1,0,129468,ET
1,0,129469,YP
1,0,129470,3X
1,0,129471,L2
1,0,129472,CQ
1,0,129473,4A
1,0,129474,NK
1,0,129475,GW
1,0,129476,90
1,0,129477,91
1,0,129478,PP
1,0,129479,WL
1,0,129480,4K
1,0,129481,97
1,0,129482,5C
1,0,129483,5E
1,0,129484,K1
1,0,129485,5N
1,0,129486,5R
1,0,129487,5T
1,0,129488,6G
1,0,129489,8Q
1,0,129490,6L
1,0,129491,6M
1,0,129492,5X
1,0,129493,6U
1,0,129494,6V
1,0,129495,6X
1,0,129496,5V
1,0,129497,7J
1,0,129498,KP
1,0,129499,GE
1,0,129500,TP
1,0,129501,JL
1,0,129502,LH
1,0,129503,39
1,0,129504,LY
1,0,129505,BA
1,0,129506,B6
1,0,129507,A5
1,0,129508,H8
1,0,129509,HX
1,0,129510,TB
1,0,129511,AG
1,0,129512,B7
1,0,129513,HT
1,0,129514,A6
1,0,129515,7X
1,0,129516,7Y
1,0,129517,6B
1,0,129518,8E
1,0,129519,8K
1,0,129520,8R
1,0,129521,8X
1,0,129522,8Y
1,0,129523,4C
1,0,129524,9P
1,0,129525,9Q
1,0,129526,9X
1,0,129527,C1
1,0,129528,C2
1,0,129529,C3
1,0,129530,C5
1,0,129531,C9
1,0,129532,E1
1,0,129533,E2
1,0,129534,E8
1,0,129535,E9
1,0,129536,EC
1,0,129537,EK
1,0,129538,EP
1,0,129539,63
1,0,129540,EX
1,0,129541,F1
1,0,129542,F6
1,0,129543,F8
1,0,129544,FF
1,0,129545,FN
1,0,129546,FW
1,0,129547,HD
1,0,129548,HN
1,0,129549,HP
1,0,129550,HU
1,0,129551,HW
1,0,129552,J1
1,0,129553,J2
1,0,129554,J5
1,0,129555,J7
1,0,129556,JJ
1,0,129557,JK
1,0,129558,JP
1,0,129559,JR
1,0,129560,JW
1,0,129561,JX
1,0,129562,JY
1,0,129563,K5
1,0,129564,KA
1,0,129565,9W
1,0,129566,KN
1,0,129567,MC
1,0,129568,ME
1,0,129569,MM
1,0,129570,MU
1,0,129571,MY
1,0,129572,NF
1,0,129573,AC
1,0,129574,7P
1,0,129575,NU
1,0,129576,NY
1,0,129577,P2
1,0,129578,P3
1,0,129579,6C
1,0,129580,P7
1,0,129581,PA
1,0,129582,PW
1,0,129583,PX
1,0,129584,R1
1,0,129585,T3
1,0,129586,LP
1,0,129587,LQ
1,0,129588,R5
1,0,129589,PM
1,0,129590,R7
1,0,129591,R9
1,0,129592,GG
1,0,129593,RJ
1,0,129594,U1
1,0,129595,U8
1,0,129596,U9
1,0,129597,UC
1,0,129598,W1
1,0,129599,W2
1,0,129600,W5
1,0,129601,W6
1,0,129602,LL
1,0,129603,WA
1,0,129604,WE
1,0,129605,WH
1,0,129606,GA
1,0,129607,WW
1,0,129608,X1
1,0,129609,XA
1,0,129610,XC
1,0,129611,37
1,0,129612,46
1,0,129613,66
1,0,129614,74
1,0,129615,78
1,0,129616,81
1,0,129617,82
1,0,129618,83
1,0,129619,85
1,0,129620,7U
1,0,129621,KR
1,0,129622,P8
1,0,129623,7R
1,0,129624,8T
1,0,129625,6Q
1,0,129626,8J
1,0,129627,7L
1,0,129628,7T
1,0,129629,4B
1,0,129630,7G
1,0,129631,7V
1,0,129632,6R
1,0,129633,9V
1,0,129634,HE
1,0,129635,9J
1,0,129636,1R
1,0,129637,LJ
1,0,129638,LK
1,0,129639,1W
1,0,130339,882
1,0,132645,X
1,0,133478,T 851
1,0,139505,231
1,0,139506,329
1,0,139507,361
1,0,139508,434
1,0,139509,636
1,0,139510,693
1,0,139511,713
1,1,628,516
1,1,633,000
1,1,11200,501
1,1,12092,508
1,1,14216,218
1,1,14317,866
1,1,14607,610
1,1,14608,618
1,1,25055,563
1,1,25056,868
1,1,32560,901
1,1,33027,930
1,1,42718,406
1,1,47797,651
1,1,48629,515
1,1,50214,106
1,1,50215,818
1,1,57033,503
1,1,57034,509
1,1,57035,512
1,1,57036,514
1,1,57037,518
1,1,57038,520
1,1,57039,521
1,1,57040,524
1,1,57041,525
1,1,57042,527
1,1,57043,528
1,1,57044,529
1,1,57045,533
1,1,57046,534
1,1,57047,535
1,1,57048,536
1,1,57049,537
1,1,57050,538
1,1,57051,539
1,1,57052,545
1,1,57053,550
1,1,57054,551
1,1,57055,552
1,1,57056,553
1,1,57057,555
1,1,57058,556
1,1,57059,557
1,1,57060,558
1,1,57061,560
1,1,57062,561
1,1,57063,562
1,1,57064,564
1,1,57065,565
1,1,57066,566
1,1,57067,567
1,1,57068,611
1,1,57069,613
1,1,57070,614
1,1,57071,616
1,1,57072,621
1,1,57073,622
1,1,57074,650
1,1,57075,652
1,1,57076,653
1,1,57077,656
1,1,57078,657
1,1,57079,659
1,1,57080,660
1,1,57081,662
1,1,57082,665
1,1,57083,666
1,1,57084,667
1,1,57085,671
1,1,57086,673
1,1,57087,902
1,1,57088,904
1,1,57089,923
1,1,57090,927
1,1,57091,937
1,1,60001,905
1,1,60002,906
1,1,60003,907
1,1,60004,924
1,1,60005,925
1,1,60006,928
1,1,60007,931
1,1,61556,108
1,1,61557,530
1,1,61558,540
1,1,61559,541
1,1,61560,568
1,1,64457,547
1,1,65145,569
1,1,65146,813
1,1,68767,441
1,1,68792,118
1,1,68793,147
1,1,68794,282
1,1,69460,109
1,1,69461,205
1,1,69462,283
1,1,69463,407
1,1,69464,413
1,1,69465,467
