REPORT_SPECIES_NAME,REPORT_SPECIES_DISPLAYNAME,REPORT_SPECIES_ID,STRUCTURE_DEF_ID,LINE_ID,FIELD_ID,FIELD_NAME,FIELD_TYPE,START_COLUMN,END_COLUMN,FIELD_WIDTH,IS_SIGNIFICANT,IS_INDEXED,LINE_NAME,LINE_TEMPLATE
DMF507SGP1,DMF507SGP1:Portfolio Performance Cumulative,48525,10626,4,7,collector_name,Text,92,124,33,1,1,RptTiTleLine001,AAAAAAAAA AAA AA:   A9999999                                            AAAAAAAAA AAAA:     AAAA                                                                               *
DMF508SGP1,DMF508SGP1:Recovery By Collector Report,48526,10628,5,1,acct_name,Text,0,40,41,1,1,RptDetailLine001,A999A999A9A9A9999AA9A99A                            999999999999999       AAAA99A9      AAA99999                          9999.99  AA    AAA                      9                  9999               9999.99  99/99/9999            AAA      *
DMF508SGP1,DMF508SGP1:Recovery By Collector Report,48526,10628,5,2,account_num,Text,52,70,19,1,1,RptDetailLine001,A999A999A9A9A9999AA9A99A                            999999999999999       AAAA99A9      AAA99999                          9999.99  AA    AAA                      9                  9999               9999.99  99/99/9999            AAA      *
DMF509SGP1,DMF509SGP1:No Movement Report,48527,10735,9,2,account_name,Text,5,55,51,1,1,RptDetailLine001,  9. 99A9A999AAA9999999999A999AAAA999                    999999999999                    99999                           -99999.99                       9.99                                           *
DMF509SGP1,DMF509SGP1:No Movement Report,48527,10735,9,3,account_number,Text,57,76,20,1,1,RptDetailLine001,  9. 99A9A999AAA9999999999A999AAAA999                    999999999999                    99999                           -99999.99                       9.99                                           *
DMF510SGP1,DMF510SGP1:Daily Call Back Maintenance Rpt,48528,10737,6,1,cnsmr_account_num,Text,0,6,7,1,1,RptDetailLine001,9999999               999999999999          AAAAAAA9  AAAAA999    9      9999   99/99/9999  99:99:99    9         A9999999    AAA                                                 99/99/9999  99:99:99    A9999999    99/99/9999  99:99:99 *
DMF510SGP1,DMF510SGP1:Daily Call Back Maintenance Rpt,48528,10737,6,2,account_num,Text,22,42,21,1,1,RptDetailLine001,9999999               999999999999          AAAAAAA9  AAAAA999    9      9999   99/99/9999  99:99:99    9         A9999999    AAA                                                 99/99/9999  99:99:99    A9999999    99/99/9999  99:99:99 *
DMF511SGP1,DMF511SGP1:List Of Files Processed,48529,10632,4,1,source_id,Text,0,20,21,1,1,RptDetailLine001,AAAAAA                AAA_AAAA                                 9                     9                     9                        *
DMF511SGP1,DMF511SGP1:List Of Files Processed,48529,10632,4,2,third_party_cd,Text,22,42,21,1,1,RptDetailLine001,AAAAAA                AAA_AAAA                                 9                     9                     9                        *
DMF512SGP1,DMF512SGP1:DM Diary Upload Exception Rpt,48530,10634,5,1,file_type,Text,0,20,21,1,1,RptDetailLine001,AA                    AAAAAA 99999999.AAA                                 9                     9999999999999999      AAAAAAA AAA AAAAA AA AA                                                                                                             *
DMF512SGP1,DMF512SGP1:DM Diary Upload Exception Rpt,48530,10634,5,2,file_name,Text,22,59,38,1,1,RptDetailLine001,AA                    AAAAAA 99999999.AAA                                 9                     9999999999999999      AAAAAAA AAA AAAAA AA AA                                                                                                             *
DMF514SGP1,DMF514SGP1:Restructuring Report,48531,10636,3,3,name,Text,7,46,40,1,1,RptTiTleLine001,AAAA : 99AAA9AAA9999AA999A99999A999A999                                                                                                                                                                                                  *
DMF514SGP1,DMF514SGP1:Restructuring Report,48531,10636,4,3,nric,Text,7,25,19,1,1,RptTiTleLine002,AAAA : AA9AA9999                                                                                                                                                                                                                         *
DMF514SGP1,DMF514SGP1:Restructuring Report,48531,10636,10,2,account_number,Text,3,24,22,1,1,RptDetailLine001,9. 999999999999999       9                       AA          AAA/ AAA AAAAA 9                AAA  9 9999  9:99AA   AAA 99 9999  9:99AA                         AAA 99 9999  9:99AA                                                       *
DMF515SGP1,DMF515SGP1:ALOD Report,48532,10638,19,2,acct_name,Text,5,48,44,1,1,RptDetailLine001,  9. 99A9A99A9A9A999AAA9                                 999AA999A                                           9                                                                                                                                            *
DMF515SGP1,DMF515SGP1:ALOD Report,48532,10638,19,3,nric_registration_no,Text,57,76,20,1,1,RptDetailLine001,  9. 99A9A99A9A9A999AAA9                                 999AA999A                                           9                                                                                                                                            *
DMF515SGP1,DMF515SGP1:ALOD Report,48532,10638,22,3,account_num,DigitCode,109,123,15,1,1,RptDetailLine004,  9. AAAAAAAA                                                                                                999999999                                           9999.99                                                                                  *
DMF516SGP1,DMF516SGP1:Assignment to Third Party,48533,10723,11,2,account_num,Text,3,23,21,1,1,RptDetailLine001,9. 99999999999                        9999.99  999AA99A999AA99999AA9AA9999A9999A                   AAAA9                                               AA9A9A99A9                                          9999999999                                     *
DMF516SGP1,DMF516SGP1:Assignment to Third Party,48533,10723,11,4,acct_name,Text,47,96,50,1,1,RptDetailLine001,9. 99999999999                        9999.99  999AA99A999AA99999AA9AA9999A9999A                   AAAA9                                               AA9A9A99A9                                          9999999999                                     *
DMF517SGP1,DMF517SGP1:Performance Report for AGT SOL,48534,10642,6,2,cif_num,Text,5,24,20,1,1,RptDetailLine001,  9. 999999999            AAAA AAA AAA 9                                     9999A999AA                               AAA AAA AAAAA 9                                                                                                                     *
DMF517SGP1,DMF517SGP1:Performance Report for AGT SOL,48534,10642,6,3,acct_name,Text,26,75,50,1,1,RptDetailLine001,  9. 999999999            AAAA AAA AAA 9                                     9999A999AA                               AAA AAA AAAAA 9                                                                                                                     *
DMF517SGP1,DMF517SGP1:Performance Report for AGT SOL,48534,10642,6,7,nric,Text,77,116,40,1,1,RptDetailLine001,  9. 999999999            AAAA AAA AAA 9                                     9999A999AA                               AAA AAA AAAAA 9                                                                                                                     *
DMF519SGP1,DMF519SGP1:Update Of Data By Bank to 3rd Party Rpt,48535,10644,8,2,cif_no,Text,5,14,10,1,1,RptDetailLine001,  9. 9999999999                               AA        A999AAA99AA9AA9999A                                A9A999A9                                 99/99/9999           9.99               9.99                           99/99/9999 9.999999999         *
DMF519SGP1,DMF519SGP1:Update Of Data By Bank to 3rd Party Rpt,48535,10644,8,3,prod_cd,Text,46,52,7,1,1,RptDetailLine001,  9. 9999999999                               AA        A999AAA99AA9AA9999A                                A9A999A9                                 99/99/9999           9.99               9.99                           99/99/9999 9.999999999         *
DMF520SGP1,DMF520SGP1:Termination Of Assignment Third Party,48536,10646,5,1,acct_name,Text,0,49,50,1,1,RptDetailLine001,999AA99A9999                                        AAA AA-AAA                                          A9AA99999             999999999999          A9                                                                                                    *
DMF520SGP1,DMF520SGP1:Termination Of Assignment Third Party,48536,10646,5,2,collector,Text,52,84,33,1,1,RptDetailLine001,999AA99A9999                                        AAA AA-AAA                                          A9AA99999             999999999999          A9                                                                                                    *
DMF521SGP1,DMF521SGP1:No Movement Report For AGT,48537,10738,10,2,cif_no,Text,5,14,10,1,1,RptDetailLine001,  9. 9999999999                                          AAA - AA                                            AAAAA999                                            999A99AA99A                                                                              *
DMF521SGP1,DMF521SGP1:No Movement Report For AGT,48537,10738,10,3,collector_name,Text,57,102,46,1,1,RptDetailLine001,  9. 9999999999                                          AAA - AA                                            AAAAA999                                            999A99AA99A                                                                              *
DMF521SGP1,DMF521SGP1:No Movement Report For AGT,48537,10738,10,6,collector_id,Text,109,116,8,1,1,RptDetailLine001,  9. 9999999999                                          AAA - AA                                            AAAAA999                                            999A99AA99A                                                                              *
DMF521SGP1,DMF521SGP1:No Movement Report For AGT,48537,10738,10,7,acct_name,Text,161,214,54,1,1,RptDetailLine001,  9. 9999999999                                          AAA - AA                                            AAAAA999                                            999A99AA99A                                                                              *
DMF521SGP1,DMF521SGP1:No Movement Report For AGT,48537,10738,11,2,nric,Text,5,24,20,1,1,RptDetailLine002,  9. 9AAA9A999                                           999999999999999                                     AA                                                  99/99/9999                                                                               *
DMF522SGP1,DMF522SGP1:Third Party Reconciliation Report,48538,10655,6,2,cif_num,Text,5,25,21,1,1,RptDetailLine001,  9. 9999999999            99999A99AAAA9A9AAA99AA99AA99A9AAA99                              9999.99  AAAAAAA9  AA          AAAA9                           99/99/9999  AAAA999.AAA                                                                       *
DMF522SGP1,DMF522SGP1:Third Party Reconciliation Report,48538,10655,6,3,acct_name,Text,27,76,50,1,1,RptDetailLine001,  9. 9999999999            99999A99AAAA9A9AAA99AA99AA99A9AAA99                              9999.99  AAAAAAA9  AA          AAAA9                           99/99/9999  AAAA999.AAA                                                                       *
DMF522SGP1,DMF522SGP1:Third Party Reconciliation Report,48538,10655,7,2,account_num,Text,5,25,21,1,1,RptDetailLine002,  9. 999999999999          A99AA9A99                                                        9999.99  AAAA AAAAAAAA AAA AAA AA AAAAAAAAA AAAA                                                                                                             *
